"","Month","Type.of.Fertiliser","value"
"3592","2004M08","Compound 14-7-14",240
"3593","2004M09","Compound 14-7-14",239
"3594","2004M10","Compound 14-7-14",236
"3595","2004M11","Compound 14-7-14",237
"3596","2004M12","Compound 14-7-14",238
"3597","2005M01","Compound 14-7-14",265
"3598","2005M02","Compound 14-7-14",263
"3599","2005M03","Compound 14-7-14",261
"3600","2005M04","Compound 14-7-14",256
"3601","2005M05","Compound 14-7-14",255
"3602","2005M06","Compound 14-7-14",251
"3603","2005M07","Compound 14-7-14",251
"3604","2005M08","Compound 14-7-14",253
"3605","2005M09","Compound 14-7-14",252
"3606","2005M10","Compound 14-7-14",254
"3607","2005M11","Compound 14-7-14",256
"3608","2005M12","Compound 14-7-14",258
"3609","2006M01","Compound 14-7-14",272
"3610","2006M02","Compound 14-7-14",274
"3611","2006M03","Compound 14-7-14",278
"3612","2006M04","Compound 14-7-14",278
"3613","2006M05","Compound 14-7-14",278
"3614","2006M06","Compound 14-7-14",277
"3615","2006M07","Compound 14-7-14",277
"3616","2006M08","Compound 14-7-14",277
"3617","2006M09","Compound 14-7-14",277
"3618","2006M10","Compound 14-7-14",277
"3619","2006M11","Compound 14-7-14",274
"3620","2006M12","Compound 14-7-14",277
"3621","2007M01","Compound 14-7-14",281
"3622","2007M02","Compound 14-7-14",281
"3623","2007M03","Compound 14-7-14",281
"3624","2007M04","Compound 14-7-14",281
"3625","2007M05","Compound 14-7-14",282
"3626","2007M06","Compound 14-7-14",282
"3627","2007M07","Compound 14-7-14",283
"3628","2007M08","Compound 14-7-14",283
"3629","2007M09","Compound 14-7-14",290
"3630","2007M10","Compound 14-7-14",297
"3631","2007M11","Compound 14-7-14",307
"3632","2007M12","Compound 14-7-14",341
"3633","2008M01","Compound 14-7-14",406
"3634","2008M02","Compound 14-7-14",443
"3635","2008M03","Compound 14-7-14",478
"3636","2008M04","Compound 14-7-14",485
"3637","2008M05","Compound 14-7-14",487
"3638","2008M06","Compound 14-7-14",489
"3639","2008M07","Compound 14-7-14",506
"3640","2008M08","Compound 14-7-14",531
"3641","2008M09","Compound 14-7-14",546
"3642","2008M10","Compound 14-7-14",555
"3643","2008M11","Compound 14-7-14",555
"3644","2008M12","Compound 14-7-14",555
"3645","2009M01","Compound 14-7-14",553
"3646","2009M02","Compound 14-7-14",522
"3647","2009M03","Compound 14-7-14",487
"3648","2009M04","Compound 14-7-14",434
"3649","2009M05","Compound 14-7-14",406
"3650","2009M06","Compound 14-7-14",396
"3651","2009M07","Compound 14-7-14",384
"3652","2009M08","Compound 14-7-14",389
"3653","2009M09","Compound 14-7-14",389
"3654","2009M10","Compound 14-7-14",389
"3655","2009M11","Compound 14-7-14",389
"3656","2009M12","Compound 14-7-14",374
"3657","2010M01","Compound 14-7-14",355
"3658","2010M02","Compound 14-7-14",349
"3659","2010M03","Compound 14-7-14",350
"3660","2010M04","Compound 14-7-14",352
"3661","2010M05","Compound 14-7-14",352
"3662","2010M06","Compound 14-7-14",352
"3663","2010M07","Compound 14-7-14",352
"3664","2010M08","Compound 14-7-14",355
"3665","2010M09","Compound 14-7-14",377
"3666","2010M10","Compound 14-7-14",375
"3667","2010M11","Compound 14-7-14",375
"3668","2010M12","Compound 14-7-14",389
"3669","2011M01","Compound 14-7-14",415
"3670","2011M02","Compound 14-7-14",432
"3671","2011M03","Compound 14-7-14",434
"3672","2011M04","Compound 14-7-14",434
"3673","2011M05","Compound 14-7-14",433
"3674","2011M06","Compound 14-7-14",433
"3675","2011M07","Compound 14-7-14",432
"3676","2011M08","Compound 14-7-14",432
"3677","2011M09","Compound 14-7-14",432
"3678","2011M10","Compound 14-7-14",437
"3679","2011M11","Compound 14-7-14",437
"3680","2011M12","Compound 14-7-14",452
"3681","2012M01","Compound 14-7-14",463
"3682","2012M02","Compound 14-7-14",460
"3683","2012M03","Compound 14-7-14",457
"3684","2012M04","Compound 14-7-14",457
"3685","2012M05","Compound 14-7-14",457
"3686","2012M06","Compound 14-7-14",457
"3687","2012M07","Compound 14-7-14",457
"3688","2012M08","Compound 14-7-14",455
"3689","2012M09","Compound 14-7-14",455
"3690","2012M10","Compound 14-7-14",459
"3691","2012M11","Compound 14-7-14",459
"3692","2012M12","Compound 14-7-14",453
"3693","2013M01","Compound 14-7-14",454
"3694","2013M02","Compound 14-7-14",455
"3695","2013M03","Compound 14-7-14",452
"3696","2013M04","Compound 14-7-14",453
"3697","2013M05","Compound 14-7-14",454
"3698","2013M06","Compound 14-7-14",452
"3699","2013M07","Compound 14-7-14",452
"3700","2013M08","Compound 14-7-14",430
"3701","2013M09","Compound 14-7-14",430
"3702","2013M10","Compound 14-7-14",430
"3703","2013M11","Compound 14-7-14",430
"3704","2013M12","Compound 14-7-14",429
"3705","2014M01","Compound 14-7-14",416
"3706","2014M02","Compound 14-7-14",412
"3707","2014M03","Compound 14-7-14",415
"3708","2014M04","Compound 14-7-14",423
"3709","1980M01","Compound 18-6-12",157
"3710","1980M02","Compound 18-6-12",159
"3711","1980M03","Compound 18-6-12",161
"3712","1980M04","Compound 18-6-12",163
"3713","1980M05","Compound 18-6-12",164
"3714","1980M06","Compound 18-6-12",164
"3715","1980M07","Compound 18-6-12",164
"3716","1980M08","Compound 18-6-12",166
"3717","1980M09","Compound 18-6-12",174
"3718","1980M10","Compound 18-6-12",175
"3719","1980M11","Compound 18-6-12",176
"3720","1980M12","Compound 18-6-12",177
"3721","1981M01","Compound 18-6-12",179
"3722","1981M02","Compound 18-6-12",181
"3723","1981M03","Compound 18-6-12",184
"3724","1981M04","Compound 18-6-12",188
"3725","1981M05","Compound 18-6-12",189
"3726","1981M06","Compound 18-6-12",190
"3727","1981M07","Compound 18-6-12",189
"3728","1981M08","Compound 18-6-12",192
"3729","1981M09","Compound 18-6-12",194
"3730","1981M10","Compound 18-6-12",194
"3731","1981M11","Compound 18-6-12",194
"3732","1981M12","Compound 18-6-12",193
"3733","1982M01","Compound 18-6-12",194
"3734","1982M02","Compound 18-6-12",194
"3735","1982M03","Compound 18-6-12",196
"3736","1982M04","Compound 18-6-12",196
"3737","1982M05","Compound 18-6-12",195
"3738","1982M06","Compound 18-6-12",195
"3739","1982M07","Compound 18-6-12",195
"3740","1982M08","Compound 18-6-12",195
"3741","1982M09","Compound 18-6-12",195
"3742","1982M10","Compound 18-6-12",194
"3743","1982M11","Compound 18-6-12",193
"3744","1982M12","Compound 18-6-12",192
"3745","1983M01","Compound 18-6-12",192
"3746","1983M02","Compound 18-6-12",192
"3747","1983M03","Compound 18-6-12",193
"3748","1983M04","Compound 18-6-12",194
"3749","1983M05","Compound 18-6-12",194
"3750","1983M06","Compound 18-6-12",194
"3751","1983M07","Compound 18-6-12",194
"3752","1983M08","Compound 18-6-12",194
"3753","1983M09","Compound 18-6-12",195
"3754","1983M10","Compound 18-6-12",196
"3755","1983M11","Compound 18-6-12",198
"3756","1983M12","Compound 18-6-12",201
"3757","1984M01","Compound 18-6-12",203
"3758","1984M02","Compound 18-6-12",207
"3759","1984M03","Compound 18-6-12",211
"3760","1984M04","Compound 18-6-12",214
"3761","1984M05","Compound 18-6-12",214
"3762","1984M06","Compound 18-6-12",216
"3763","1984M07","Compound 18-6-12",216
"3764","1984M08","Compound 18-6-12",218
"3765","1984M09","Compound 18-6-12",225
"3766","1984M10","Compound 18-6-12",227
"3767","1984M11","Compound 18-6-12",229
"3768","1984M12","Compound 18-6-12",230
"3769","1985M01","Compound 18-6-12",232
"3770","1985M02","Compound 18-6-12",234
"3771","1985M03","Compound 18-6-12",236
"3772","1985M04","Compound 18-6-12",237
"3773","1985M05","Compound 18-6-12",237
"3774","1985M06","Compound 18-6-12",237
"3775","1985M07","Compound 18-6-12",237
"3776","1985M08","Compound 18-6-12",237
"3777","1985M09","Compound 18-6-12",236
"3778","1985M10","Compound 18-6-12",233
"3779","1985M11","Compound 18-6-12",229
"3780","1985M12","Compound 18-6-12",226
"3781","1986M01","Compound 18-6-12",224
"3782","1986M02","Compound 18-6-12",222
"3783","1986M03","Compound 18-6-12",220
"3784","1986M04","Compound 18-6-12",217
"3785","1986M05","Compound 18-6-12",215
"3786","1986M06","Compound 18-6-12",212
"3787","1986M07","Compound 18-6-12",209
"3788","1986M08","Compound 18-6-12",207
"3789","1986M09","Compound 18-6-12",204
"3790","1986M10","Compound 18-6-12",201
"3791","1986M11","Compound 18-6-12",193
"3792","1986M12","Compound 18-6-12",187
"3793","1987M01","Compound 18-6-12",170
"3794","1987M02","Compound 18-6-12",165
"3795","1987M03","Compound 18-6-12",166
"3796","1987M04","Compound 18-6-12",167
"3797","1987M05","Compound 18-6-12",167
"3798","1987M06","Compound 18-6-12",167
"3799","1987M07","Compound 18-6-12",166
"3800","1987M08","Compound 18-6-12",167
"3801","1987M09","Compound 18-6-12",173
"3802","1987M10","Compound 18-6-12",176
"3803","1987M11","Compound 18-6-12",181
"3804","1987M12","Compound 18-6-12",185
"3805","1988M01","Compound 18-6-12",185
"3806","1988M02","Compound 18-6-12",183
"3807","1988M03","Compound 18-6-12",182
"3808","1988M04","Compound 18-6-12",181
"3809","1988M05","Compound 18-6-12",179
"3810","1988M06","Compound 18-6-12",178
"3811","1988M07","Compound 18-6-12",177
"3812","1988M08","Compound 18-6-12",177
"3813","1988M09","Compound 18-6-12",179
"3814","1988M10","Compound 18-6-12",181
"3815","1988M11","Compound 18-6-12",190
"3816","1988M12","Compound 18-6-12",195
"3817","1989M01","Compound 18-6-12",195
"3818","1989M02","Compound 18-6-12",196
"3819","1989M03","Compound 18-6-12",196
"3820","1989M04","Compound 18-6-12",195
"3821","1989M05","Compound 18-6-12",196
"3822","1989M06","Compound 18-6-12",196
"3823","1989M07","Compound 18-6-12",195
"3824","1989M08","Compound 18-6-12",196
"3825","1989M09","Compound 18-6-12",196
"3826","1989M10","Compound 18-6-12",196
"3827","1989M11","Compound 18-6-12",197
"3828","1989M12","Compound 18-6-12",198
"3829","1990M01","Compound 18-6-12",198
"3830","1990M02","Compound 18-6-12",197
"3831","1990M03","Compound 18-6-12",195
"3832","1990M04","Compound 18-6-12",196
"3833","1990M05","Compound 18-6-12",195
"3834","1990M06","Compound 18-6-12",195
"3835","1990M07","Compound 18-6-12",195
"3836","1990M08","Compound 18-6-12",195
"3837","1990M09","Compound 18-6-12",195
"3838","1990M10","Compound 18-6-12",194
"3839","1990M11","Compound 18-6-12",192
"3840","1990M12","Compound 18-6-12",194
"3841","1991M01","Compound 18-6-12",196
"3842","1991M02","Compound 18-6-12",196
"3843","1991M03","Compound 18-6-12",197
"3844","1991M04","Compound 18-6-12",197
"3845","1991M05","Compound 18-6-12",197
"3846","1991M06","Compound 18-6-12",195
"3847","1991M07","Compound 18-6-12",193
"3848","1991M08","Compound 18-6-12",193
"3849","1991M09","Compound 18-6-12",192
"3850","1991M10","Compound 18-6-12",192
"3851","1991M11","Compound 18-6-12",193
"3852","1991M12","Compound 18-6-12",194
"3853","1992M01","Compound 18-6-12",195
"3854","1992M02","Compound 18-6-12",195
"3855","1992M03","Compound 18-6-12",195
"3856","1992M04","Compound 18-6-12",194
"3857","1992M05","Compound 18-6-12",192
"3858","1992M06","Compound 18-6-12",191
"3859","1992M07","Compound 18-6-12",190
"3860","1992M08","Compound 18-6-12",189
"3861","1992M09","Compound 18-6-12",190
"3862","1992M10","Compound 18-6-12",188
"3863","1992M11","Compound 18-6-12",189
"3864","1992M12","Compound 18-6-12",188
"3865","1993M01","Compound 18-6-12",189
"3866","1993M02","Compound 18-6-12",186
"3867","1993M03","Compound 18-6-12",183
"3868","1993M04","Compound 18-6-12",183
"3869","1993M05","Compound 18-6-12",182
"3870","1993M06","Compound 18-6-12",180
"3871","1993M07","Compound 18-6-12",177
"3872","1993M08","Compound 18-6-12",176
"3873","1993M09","Compound 18-6-12",177
"3874","1993M10","Compound 18-6-12",180
"3875","1993M11","Compound 18-6-12",181
"3876","1993M12","Compound 18-6-12",184
"3877","1994M01","Compound 18-6-12",187
"3878","1994M02","Compound 18-6-12",190
"3879","1994M03","Compound 18-6-12",188
"3880","1994M04","Compound 18-6-12",187
"3881","1994M05","Compound 18-6-12",185
"3882","1994M06","Compound 18-6-12",185
"3883","1994M07","Compound 18-6-12",185
"3884","1994M08","Compound 18-6-12",185
"3885","1994M09","Compound 18-6-12",185
"3886","1994M10","Compound 18-6-12",186
"3887","1994M11","Compound 18-6-12",189
"3888","1994M12","Compound 18-6-12",197
"3889","1995M01","Compound 18-6-12",207
"3890","1995M02","Compound 18-6-12",208
"3891","1995M03","Compound 18-6-12",206
"3892","1995M04","Compound 18-6-12",206
"3893","1995M05","Compound 18-6-12",205
"3894","1995M06","Compound 18-6-12",207
"3895","1995M07","Compound 18-6-12",206
"3896","1995M08","Compound 18-6-12",207
"3897","1995M09","Compound 18-6-12",208
"3898","1995M10","Compound 18-6-12",210
"3899","1995M11","Compound 18-6-12",212
"3900","1995M12","Compound 18-6-12",216
"3901","1996M01","Compound 18-6-12",217
"3902","1996M02","Compound 18-6-12",218
"3903","1996M03","Compound 18-6-12",216
"3904","1996M04","Compound 18-6-12",216
"3905","1996M05","Compound 18-6-12",215
"3906","1996M06","Compound 18-6-12",215
"3907","1996M07","Compound 18-6-12",214
"3908","1996M08","Compound 18-6-12",214
"3909","1996M09","Compound 18-6-12",213
"3910","1996M10","Compound 18-6-12",213
"3911","1996M11","Compound 18-6-12",213
"3912","1996M12","Compound 18-6-12",212
"3913","1997M01","Compound 18-6-12",211
"3914","1997M02","Compound 18-6-12",208
"3915","1997M03","Compound 18-6-12",206
"3916","1997M04","Compound 18-6-12",204
"3917","1997M05","Compound 18-6-12",203
"3918","1997M06","Compound 18-6-12",202
"3919","1997M07","Compound 18-6-12",201
"3920","1997M08","Compound 18-6-12",200
"3921","1997M09","Compound 18-6-12",199
"3922","1997M10","Compound 18-6-12",200
"3923","1997M11","Compound 18-6-12",201
"3924","1997M12","Compound 18-6-12",201
"3925","1998M01","Compound 18-6-12",200
"3926","1998M02","Compound 18-6-12",200
"3927","1998M03","Compound 18-6-12",198
"3928","1998M04","Compound 18-6-12",196
"3929","1998M05","Compound 18-6-12",194
"3930","1998M06","Compound 18-6-12",194
"3931","1998M07","Compound 18-6-12",194
"3932","1998M08","Compound 18-6-12",195
"3933","1998M09","Compound 18-6-12",195
"3934","1998M10","Compound 18-6-12",196
"3935","1998M11","Compound 18-6-12",197
"3936","1998M12","Compound 18-6-12",198
"3937","1999M01","Compound 18-6-12",198
"3938","1999M02","Compound 18-6-12",198
"3939","1999M03","Compound 18-6-12",198
"3940","1999M04","Compound 18-6-12",198
"3941","1999M05","Compound 18-6-12",198
"3942","1999M06","Compound 18-6-12",197
"3943","1999M07","Compound 18-6-12",197
"3944","1999M08","Compound 18-6-12",197
"3945","1999M09","Compound 18-6-12",197
"3946","1999M10","Compound 18-6-12",197
"3947","1999M11","Compound 18-6-12",197
"3948","1999M12","Compound 18-6-12",198
"3949","2000M01","Compound 18-6-12",202
"3950","2000M02","Compound 18-6-12",204
"3951","2000M03","Compound 18-6-12",204
"3952","2000M04","Compound 18-6-12",205
"3953","2000M05","Compound 18-6-12",205
"3954","2000M06","Compound 18-6-12",205
"3955","2000M07","Compound 18-6-12",205
"3956","2000M08","Compound 18-6-12",206
"3957","2000M09","Compound 18-6-12",205
"3958","2000M10","Compound 18-6-12",210
"3959","2000M11","Compound 18-6-12",212
"3960","2000M12","Compound 18-6-12",220
"3961","2001M01","Compound 18-6-12",228
"3962","2001M02","Compound 18-6-12",236
"3963","2001M03","Compound 18-6-12",235
"3964","2001M04","Compound 18-6-12",236
"3965","2001M05","Compound 18-6-12",235
"3966","2001M06","Compound 18-6-12",233
"3967","2001M07","Compound 18-6-12",232
"3968","2001M08","Compound 18-6-12",232
"3969","2001M09","Compound 18-6-12",231
"3970","2001M10","Compound 18-6-12",234
"3971","2001M11","Compound 18-6-12",234
"3972","2001M12","Compound 18-6-12",234
"3973","2002M01","Compound 18-6-12",234
"3974","2002M02","Compound 18-6-12",233
"3975","2002M03","Compound 18-6-12",232
"3976","2002M04","Compound 18-6-12",231
"3977","2002M05","Compound 18-6-12",230
"3978","2002M06","Compound 18-6-12",230
"3979","2002M07","Compound 18-6-12",227
"3980","2002M08","Compound 18-6-12",226
"3981","2002M09","Compound 18-6-12",225
"3982","2002M10","Compound 18-6-12",225
"3983","2002M11","Compound 18-6-12",227
"3984","2002M12","Compound 18-6-12",228
"3985","2003M01","Compound 18-6-12",234
"3986","2003M02","Compound 18-6-12",239
"3987","2003M03","Compound 18-6-12",238
"3988","2003M04","Compound 18-6-12",237
"3989","2003M05","Compound 18-6-12",235
"3990","2003M06","Compound 18-6-12",233
"3991","2003M07","Compound 18-6-12",232
"3992","2003M08","Compound 18-6-12",231
"3993","2003M09","Compound 18-6-12",231
"3994","2003M10","Compound 18-6-12",232
"3995","2003M11","Compound 18-6-12",231
"3996","2003M12","Compound 18-6-12",234
"3997","2004M01","Compound 18-6-12",242
"3998","2004M02","Compound 18-6-12",242
"3999","2004M03","Compound 18-6-12",242
"4000","2004M04","Compound 18-6-12",239
"4001","2004M05","Compound 18-6-12",237
"4002","2004M06","Compound 18-6-12",236
"4003","2004M07","Compound 18-6-12",235
"4004","2004M08","Compound 18-6-12",235
"4005","2004M09","Compound 18-6-12",235
"4006","2004M10","Compound 18-6-12",237
"4007","2004M11","Compound 18-6-12",237
"4008","2004M12","Compound 18-6-12",237
"4009","2005M01","Compound 18-6-12",254
"4010","2005M02","Compound 18-6-12",259
"4011","2005M03","Compound 18-6-12",258
"4012","2005M04","Compound 18-6-12",254
"4013","2005M05","Compound 18-6-12",253
"4014","2005M06","Compound 18-6-12",250
"4015","2005M07","Compound 18-6-12",249
"4016","2005M08","Compound 18-6-12",251
"4017","2005M09","Compound 18-6-12",252
"4018","2005M10","Compound 18-6-12",255
"4019","2005M11","Compound 18-6-12",256
"4020","2005M12","Compound 18-6-12",257
"4021","2006M01","Compound 18-6-12",264
"4022","2006M02","Compound 18-6-12",271
"4023","2006M03","Compound 18-6-12",271
"4024","2006M04","Compound 18-6-12",272
"4025","2006M05","Compound 18-6-12",273
"4026","2006M06","Compound 18-6-12",272
"4027","2006M07","Compound 18-6-12",272
"4028","2006M08","Compound 18-6-12",272
"4029","2006M09","Compound 18-6-12",272
"4030","2006M10","Compound 18-6-12",271
"4031","2006M11","Compound 18-6-12",271
"4032","2006M12","Compound 18-6-12",272
"4033","2007M01","Compound 18-6-12",273
"4034","2007M02","Compound 18-6-12",273
"4035","2007M03","Compound 18-6-12",273
"4036","2007M04","Compound 18-6-12",274
"4037","2007M05","Compound 18-6-12",275
"4038","2007M06","Compound 18-6-12",275
"4039","2007M07","Compound 18-6-12",276
"4040","2007M08","Compound 18-6-12",276
"4041","2007M09","Compound 18-6-12",278
"4042","2007M10","Compound 18-6-12",281
"4043","2007M11","Compound 18-6-12",285
"4044","2007M12","Compound 18-6-12",303
"4045","2008M01","Compound 18-6-12",350
"4046","2008M02","Compound 18-6-12",418
"4047","2008M03","Compound 18-6-12",435
"4048","2008M04","Compound 18-6-12",460
"4049","2008M05","Compound 18-6-12",460
"4050","2008M06","Compound 18-6-12",462
"4051","2008M07","Compound 18-6-12",478
"4052","2008M08","Compound 18-6-12",502
"4053","2008M09","Compound 18-6-12",503
"4054","2008M10","Compound 18-6-12",507
"4055","2008M11","Compound 18-6-12",507
"4056","2008M12","Compound 18-6-12",507
"4057","2009M01","Compound 18-6-12",505
"4058","2009M02","Compound 18-6-12",482
"4059","2009M03","Compound 18-6-12",450
"4060","2009M04","Compound 18-6-12",409
"4061","2009M05","Compound 18-6-12",384
"4062","2009M06","Compound 18-6-12",368
"4063","2009M07","Compound 18-6-12",362
"4064","2009M08","Compound 18-6-12",363
"4065","2009M09","Compound 18-6-12",362
"4066","2009M10","Compound 18-6-12",362
"4067","2009M11","Compound 18-6-12",362
"4068","2009M12","Compound 18-6-12",356
"4069","2010M01","Compound 18-6-12",343
"4070","2010M02","Compound 18-6-12",343
"4071","2010M03","Compound 18-6-12",347
"4072","2010M04","Compound 18-6-12",346
"4073","2010M05","Compound 18-6-12",346
"4074","2010M06","Compound 18-6-12",344
"4075","2010M07","Compound 18-6-12",343
"4076","2010M08","Compound 18-6-12",350
"4077","2010M09","Compound 18-6-12",365
"4078","2010M10","Compound 18-6-12",363
"4079","2010M11","Compound 18-6-12",363
"4080","2010M12","Compound 18-6-12",369
"4081","2011M01","Compound 18-6-12",400
"4082","2011M02","Compound 18-6-12",424
"4083","2011M03","Compound 18-6-12",428
"4084","2011M04","Compound 18-6-12",426
"4085","2011M05","Compound 18-6-12",428
"4086","2011M06","Compound 18-6-12",429
"4087","2011M07","Compound 18-6-12",427
"4088","2011M08","Compound 18-6-12",427
"4089","2011M09","Compound 18-6-12",427
"4090","2011M10","Compound 18-6-12",430
"4091","2011M11","Compound 18-6-12",430
"4092","2011M12","Compound 18-6-12",434
"4093","2012M01","Compound 18-6-12",440
"4094","2012M02","Compound 18-6-12",444
"4095","2012M03","Compound 18-6-12",445
"4096","2012M04","Compound 18-6-12",447
"4097","2012M05","Compound 18-6-12",447
"4098","2012M06","Compound 18-6-12",445
"4099","2012M07","Compound 18-6-12",445
"4100","2012M08","Compound 18-6-12",443
"4101","2012M09","Compound 18-6-12",443
"4102","2012M10","Compound 18-6-12",443
"4103","2012M11","Compound 18-6-12",443
"4104","2012M12","Compound 18-6-12",443
"4105","2013M01","Compound 18-6-12",444
"4106","2013M02","Compound 18-6-12",446
"4107","2013M03","Compound 18-6-12",445
"4108","2013M04","Compound 18-6-12",445
"4109","2013M05","Compound 18-6-12",445
"4110","2013M06","Compound 18-6-12",444
"4111","2013M07","Compound 18-6-12",443
"4112","2013M08","Compound 18-6-12",438
"4113","2013M09","Compound 18-6-12",434
"4114","2013M10","Compound 18-6-12",432
"4115","2013M11","Compound 18-6-12",432
"4116","2013M12","Compound 18-6-12",430
"4117","2014M01","Compound 18-6-12",420
"4118","2014M02","Compound 18-6-12",413
"4119","2014M03","Compound 18-6-12",418
"4120","2014M04","Compound 18-6-12",415
"4121","1980M01","Compound 24-2.5-10",158
"4122","1980M02","Compound 24-2.5-10",162
"4123","1980M03","Compound 24-2.5-10",166
"4124","1980M04","Compound 24-2.5-10",167
"4125","1980M05","Compound 24-2.5-10",167
"4126","1980M06","Compound 24-2.5-10",167
"4127","1980M07","Compound 24-2.5-10",167
"4128","1980M08","Compound 24-2.5-10",168
"4129","1980M09","Compound 24-2.5-10",170
"4130","1980M10","Compound 24-2.5-10",168
"4131","1980M11","Compound 24-2.5-10",168
"4132","1980M12","Compound 24-2.5-10",169
"4133","1981M01","Compound 24-2.5-10",171
"4134","1981M02","Compound 24-2.5-10",174
"4135","1981M03","Compound 24-2.5-10",179
"4136","1981M04","Compound 24-2.5-10",181
"4137","1981M05","Compound 24-2.5-10",183
"4138","1981M06","Compound 24-2.5-10",184
"4139","1981M07","Compound 24-2.5-10",185
"4140","1981M08","Compound 24-2.5-10",187
"4141","1981M09","Compound 24-2.5-10",189
"4142","1981M10","Compound 24-2.5-10",190
"4143","1981M11","Compound 24-2.5-10",191
"4144","1981M12","Compound 24-2.5-10",192
"4145","1982M01","Compound 24-2.5-10",194
"4146","1982M02","Compound 24-2.5-10",195
"4147","1982M03","Compound 24-2.5-10",198
"4148","1982M04","Compound 24-2.5-10",199
"4149","1982M05","Compound 24-2.5-10",199
"4150","1982M06","Compound 24-2.5-10",199
"4151","1982M07","Compound 24-2.5-10",199
"4152","1982M08","Compound 24-2.5-10",198
"4153","1982M09","Compound 24-2.5-10",197
"4154","1982M10","Compound 24-2.5-10",196
"4155","1982M11","Compound 24-2.5-10",197
"4156","1982M12","Compound 24-2.5-10",196
"4157","1983M01","Compound 24-2.5-10",197
"4158","1983M02","Compound 24-2.5-10",197
"4159","1983M03","Compound 24-2.5-10",199
"4160","1983M04","Compound 24-2.5-10",199
"4161","1983M05","Compound 24-2.5-10",200
"4162","1983M06","Compound 24-2.5-10",199
"4163","1983M07","Compound 24-2.5-10",198
"4164","1983M08","Compound 24-2.5-10",199
"4165","1983M09","Compound 24-2.5-10",200
"4166","1983M10","Compound 24-2.5-10",197
"4167","1983M11","Compound 24-2.5-10",201
"4168","1983M12","Compound 24-2.5-10",205
"4169","1984M01","Compound 24-2.5-10",209
"4170","1984M02","Compound 24-2.5-10",216
"4171","1984M03","Compound 24-2.5-10",219
"4172","1984M04","Compound 24-2.5-10",222
"4173","1984M05","Compound 24-2.5-10",222
"4174","1984M06","Compound 24-2.5-10",223
"4175","1984M07","Compound 24-2.5-10",223
"4176","1984M08","Compound 24-2.5-10",223
"4177","1984M09","Compound 24-2.5-10",223
"4178","1984M10","Compound 24-2.5-10",225
"4179","1984M11","Compound 24-2.5-10",227
"4180","1984M12","Compound 24-2.5-10",227
"4181","1985M01","Compound 24-2.5-10",229
"4182","1985M02","Compound 24-2.5-10",230
"4183","1985M03","Compound 24-2.5-10",234
"4184","1985M04","Compound 24-2.5-10",234
"4185","1985M05","Compound 24-2.5-10",233
"4186","1985M06","Compound 24-2.5-10",232
"4187","1985M07","Compound 24-2.5-10",232
"4188","1985M08","Compound 24-2.5-10",231
"4189","1985M09","Compound 24-2.5-10",231
"4190","1985M10","Compound 24-2.5-10",228
"4191","1985M11","Compound 24-2.5-10",226
"4192","1985M12","Compound 24-2.5-10",225
"4193","1986M01","Compound 24-2.5-10",226
"4194","1986M02","Compound 24-2.5-10",225
"4195","1986M03","Compound 24-2.5-10",224
"4196","1986M04","Compound 24-2.5-10",222
"4197","1986M05","Compound 24-2.5-10",219
"4198","1986M06","Compound 24-2.5-10",213
"4199","1986M07","Compound 24-2.5-10",206
"4200","1986M08","Compound 24-2.5-10",201
"4201","1986M09","Compound 24-2.5-10",198
"4202","1986M10","Compound 24-2.5-10",194
"4203","1986M11","Compound 24-2.5-10",183
"4204","1986M12","Compound 24-2.5-10",175
"4205","1987M01","Compound 24-2.5-10",167
"4206","1987M02","Compound 24-2.5-10",164
"4207","1987M03","Compound 24-2.5-10",167
"4208","1987M04","Compound 24-2.5-10",168
"4209","1987M05","Compound 24-2.5-10",167
"4210","1987M06","Compound 24-2.5-10",166
"4211","1987M07","Compound 24-2.5-10",163
"4212","1987M08","Compound 24-2.5-10",163
"4213","1987M09","Compound 24-2.5-10",166
"4214","1987M10","Compound 24-2.5-10",166
"4215","1987M11","Compound 24-2.5-10",172
"4216","1987M12","Compound 24-2.5-10",171
"4217","1988M01","Compound 24-2.5-10",176
"4218","1988M02","Compound 24-2.5-10",176
"4219","1988M03","Compound 24-2.5-10",176
"4220","1988M04","Compound 24-2.5-10",176
"4221","1988M05","Compound 24-2.5-10",174
"4222","1988M06","Compound 24-2.5-10",171
"4223","1988M07","Compound 24-2.5-10",169
"4224","1988M08","Compound 24-2.5-10",169
"4225","1988M09","Compound 24-2.5-10",169
"4226","1988M10","Compound 24-2.5-10",171
"4227","1988M11","Compound 24-2.5-10",182
"4228","1988M12","Compound 24-2.5-10",187
"4229","1989M01","Compound 24-2.5-10",189
"4230","1989M02","Compound 24-2.5-10",191
"4231","1989M03","Compound 24-2.5-10",191
"4232","1989M04","Compound 24-2.5-10",191
"4233","1989M05","Compound 24-2.5-10",191
"4234","1989M06","Compound 24-2.5-10",190
"4235","1989M07","Compound 24-2.5-10",190
"4236","1989M08","Compound 24-2.5-10",189
"4237","1989M09","Compound 24-2.5-10",189
"4238","1989M10","Compound 24-2.5-10",189
"4239","1989M11","Compound 24-2.5-10",190
"4240","1989M12","Compound 24-2.5-10",190
"4241","1990M01","Compound 24-2.5-10",191
"4242","1990M02","Compound 24-2.5-10",192
"4243","1990M03","Compound 24-2.5-10",191
"4244","1990M04","Compound 24-2.5-10",191
